user_id,character_name,level,cybernetic_implants,luck_factor,random_event,chaos_level,predicted_number,quirkiness_rating,decision_made
768,Lisle,94,cybernetic arm,8,glitch in the system,66,67,10,betray ally
769,Braden,87,cybernetic arm,10,encounter with rogue AI,42,55,2,betray ally
770,Gilli,86,cybernetic arm,7,glitch in the system,64,81,3,accept quest
771,Brenda,79,augmented eyes,8,glitch in the system,63,90,2,accept quest
772,Karalee,25,neural interface,4,glitch in the system,14,54,1,betray ally
773,Rhona,50,augmented eyes,3,glitch in the system,33,22,3,accept quest
774,Alexandra,69,cybernetic arm,1,glitch in the system,72,98,6,join faction
775,Dode,62,neural interface,2,encounter with rogue AI,8,21,7,betray ally
776,Christie,10,augmented eyes,1,unexpected ally,74,26,10,accept quest
777,Darryl,9,augmented eyes,3,glitch in the system,88,41,3,accept quest
778,Rozella,9,augmented eyes,2,unexpected ally,52,17,1,join faction
779,Gabby,18,cybernetic arm,5,glitch in the system,60,99,7,betray ally
780,Nilson,15,augmented eyes,9,encounter with rogue AI,78,12,8,betray ally
781,Benita,39,augmented eyes,10,encounter with rogue AI,92,30,7,accept quest
782,Yvon,11,neural interface,4,glitch in the system,42,13,3,accept quest
783,Paulie,61,augmented eyes,1,unexpected ally,85,10,8,join faction
784,Lotty,93,neural interface,3,encounter with rogue AI,57,71,2,accept quest
785,Miller,8,cybernetic arm,4,encounter with rogue AI,64,28,1,betray ally
786,Vidovic,64,augmented eyes,5,glitch in the system,86,89,6,betray ally
787,Emilie,58,augmented eyes,7,encounter with rogue AI,7,63,10,join faction
788,Maxine,33,augmented eyes,7,unexpected ally,60,39,5,accept quest
789,Penelopa,93,augmented eyes,5,encounter with rogue AI,69,64,1,accept quest
790,Loy,75,neural interface,10,glitch in the system,65,60,2,join faction
791,Levin,7,cybernetic arm,6,glitch in the system,80,66,8,betray ally
792,Ramsey,86,cybernetic arm,1,unexpected ally,23,14,9,accept quest
793,Chadd,40,neural interface,7,unexpected ally,57,100,3,accept quest
794,Rona,14,augmented eyes,7,unexpected ally,85,84,1,betray ally
795,Vally,62,cybernetic arm,1,unexpected ally,53,68,10,accept quest
796,Benyamin,99,augmented eyes,6,encounter with rogue AI,56,75,8,accept quest
797,Ernesta,28,neural interface,4,glitch in the system,83,81,9,accept quest
798,Kamilah,28,augmented eyes,7,glitch in the system,73,30,7,join faction
799,Burtie,64,neural interface,4,encounter with rogue AI,6,31,4,join faction
800,Desiree,7,augmented eyes,2,encounter with rogue AI,20,29,2,join faction
801,Bennie,43,cybernetic arm,8,encounter with rogue AI,71,56,7,accept quest
802,Naoma,10,augmented eyes,3,encounter with rogue AI,65,97,10,betray ally
803,Elke,78,augmented eyes,8,unexpected ally,2,53,9,accept quest
804,Amata,9,cybernetic arm,3,glitch in the system,27,14,2,accept quest
805,Elvera,59,cybernetic arm,3,unexpected ally,19,89,8,betray ally
806,Karim,89,cybernetic arm,7,encounter with rogue AI,32,37,4,join faction
807,Benjamin,4,neural interface,3,encounter with rogue AI,7,22,5,accept quest
808,Christa,79,augmented eyes,3,encounter with rogue AI,53,48,2,accept quest
809,Damita,60,augmented eyes,7,glitch in the system,16,94,1,accept quest
810,Skipper,22,neural interface,8,unexpected ally,90,48,9,betray ally
811,Jamima,20,augmented eyes,8,unexpected ally,37,13,3,betray ally
812,Bella,36,neural interface,10,unexpected ally,95,30,9,betray ally
813,Rudy,47,augmented eyes,6,glitch in the system,6,81,6,join faction
814,Germain,98,cybernetic arm,8,encounter with rogue AI,31,81,7,join faction
815,Danell,75,neural interface,8,glitch in the system,6,30,10,join faction
816,Lexi,75,cybernetic arm,6,encounter with rogue AI,93,14,7,betray ally
817,Bette-ann,33,neural interface,7,glitch in the system,48,99,10,betray ally
818,Ewan,6,neural interface,10,unexpected ally,58,92,4,betray ally
819,Perry,62,neural interface,3,encounter with rogue AI,62,8,2,accept quest
820,Druci,32,augmented eyes,6,unexpected ally,24,32,3,betray ally
821,Quint,98,augmented eyes,6,unexpected ally,83,63,2,accept quest
822,Ula,29,augmented eyes,6,encounter with rogue AI,88,85,9,accept quest
823,Caryn,96,cybernetic arm,5,glitch in the system,58,62,6,join faction
824,Reina,73,augmented eyes,5,glitch in the system,38,82,3,accept quest
825,Brent,43,augmented eyes,6,encounter with rogue AI,5,54,3,accept quest
826,Howey,17,cybernetic arm,3,glitch in the system,83,2,8,join faction
827,Imelda,79,cybernetic arm,1,encounter with rogue AI,77,65,2,accept quest
828,Clotilda,43,augmented eyes,6,unexpected ally,19,50,6,join faction
829,Denny,26,neural interface,7,unexpected ally,25,9,8,betray ally
830,Emmeline,81,augmented eyes,3,encounter with rogue AI,24,58,8,accept quest
831,Lorettalorna,89,cybernetic arm,2,unexpected ally,13,14,4,accept quest
832,Meta,86,augmented eyes,8,encounter with rogue AI,41,7,1,join faction
833,Jackie,91,cybernetic arm,6,unexpected ally,83,99,9,accept quest
834,Adina,72,augmented eyes,2,glitch in the system,59,68,8,accept quest
835,Delinda,8,augmented eyes,2,encounter with rogue AI,15,13,5,join faction
836,Eliza,93,neural interface,5,encounter with rogue AI,39,76,10,accept quest
837,Brandais,1,neural interface,1,encounter with rogue AI,26,85,9,betray ally
838,Byron,91,cybernetic arm,4,encounter with rogue AI,33,66,5,accept quest
839,Adelaida,27,cybernetic arm,1,unexpected ally,10,94,10,accept quest
840,Daniela,57,augmented eyes,3,unexpected ally,89,74,8,betray ally
841,Kaleb,100,augmented eyes,9,encounter with rogue AI,82,40,6,accept quest
842,Corine,67,cybernetic arm,7,glitch in the system,100,12,8,betray ally
843,Sanderson,58,neural interface,2,unexpected ally,70,42,1,betray ally
844,Marianne,17,cybernetic arm,5,glitch in the system,18,12,5,betray ally
845,Lynnea,78,neural interface,1,encounter with rogue AI,71,82,10,betray ally
846,Dorey,24,augmented eyes,7,encounter with rogue AI,93,36,7,accept quest
847,Nadeen,47,augmented eyes,8,encounter with rogue AI,97,47,5,join faction
848,Griswold,61,augmented eyes,8,glitch in the system,82,23,8,betray ally
849,Shandie,83,neural interface,5,glitch in the system,1,92,3,accept quest
850,Any,22,augmented eyes,3,glitch in the system,64,71,2,join faction
851,Nadiya,3,neural interface,5,unexpected ally,70,1,6,join faction
852,Faustine,1,augmented eyes,5,encounter with rogue AI,75,30,7,accept quest
853,Victoir,59,neural interface,8,encounter with rogue AI,80,44,10,accept quest
854,Carlotta,73,augmented eyes,8,glitch in the system,60,59,9,betray ally
855,Franky,27,cybernetic arm,9,encounter with rogue AI,86,49,1,accept quest
856,Corri,28,augmented eyes,8,glitch in the system,21,53,2,join faction
857,Madella,90,neural interface,7,encounter with rogue AI,98,8,8,accept quest
858,Else,92,neural interface,5,encounter with rogue AI,67,57,3,betray ally
859,Nettle,74,neural interface,8,encounter with rogue AI,53,68,1,join faction
860,Devi,60,neural interface,7,glitch in the system,5,87,9,betray ally
861,Hersch,100,cybernetic arm,10,glitch in the system,61,98,1,join faction
862,Kathe,46,cybernetic arm,4,glitch in the system,93,85,1,accept quest
863,Rosemonde,34,cybernetic arm,5,glitch in the system,52,33,1,join faction
864,Trixy,2,cybernetic arm,7,glitch in the system,51,91,7,betray ally
865,Horton,48,cybernetic arm,7,unexpected ally,72,96,5,betray ally
866,Beale,59,augmented eyes,9,glitch in the system,77,11,2,accept quest
867,Kerrill,84,augmented eyes,9,encounter with rogue AI,100,7,2,join faction
868,Odella,81,cybernetic arm,5,encounter with rogue AI,49,8,2,betray ally
869,Forbes,75,augmented eyes,6,encounter with rogue AI,37,2,7,betray ally
870,Arch,40,cybernetic arm,7,glitch in the system,4,24,5,join faction
871,Gregorius,99,neural interface,8,glitch in the system,22,70,1,betray ally
872,Fitz,46,cybernetic arm,8,unexpected ally,65,49,7,accept quest
873,Carlynn,55,cybernetic arm,9,glitch in the system,92,6,8,join faction
874,Gratiana,12,neural interface,3,unexpected ally,32,26,3,betray ally
875,Annissa,89,neural interface,8,unexpected ally,3,30,8,accept quest
876,Louella,6,augmented eyes,9,encounter with rogue AI,10,72,10,join faction
877,Filippa,19,cybernetic arm,6,encounter with rogue AI,86,19,3,accept quest
878,Tabbatha,39,augmented eyes,4,glitch in the system,90,78,5,accept quest
879,Charyl,19,cybernetic arm,8,encounter with rogue AI,38,35,9,accept quest
880,Crystal,53,neural interface,10,encounter with rogue AI,97,20,9,join faction
881,Paddy,68,augmented eyes,8,encounter with rogue AI,33,95,7,betray ally
882,Juieta,26,augmented eyes,9,unexpected ally,96,74,10,join faction
883,Augusto,94,cybernetic arm,1,glitch in the system,46,79,1,betray ally
884,Allsun,22,augmented eyes,9,glitch in the system,69,100,10,accept quest
885,Steward,100,augmented eyes,10,encounter with rogue AI,71,43,10,accept quest
886,Margret,57,augmented eyes,2,encounter with rogue AI,1,44,6,betray ally
887,Trudey,76,augmented eyes,10,unexpected ally,14,11,10,join faction
888,Dinnie,49,cybernetic arm,8,encounter with rogue AI,61,30,5,join faction
889,Betteanne,91,augmented eyes,1,unexpected ally,73,94,6,accept quest
890,Birch,23,cybernetic arm,9,encounter with rogue AI,56,7,7,join faction
891,Geri,59,cybernetic arm,8,glitch in the system,36,92,9,join faction
892,Aliza,85,augmented eyes,8,encounter with rogue AI,55,17,5,betray ally
893,Almeria,64,cybernetic arm,1,glitch in the system,10,72,2,betray ally
894,Linnet,55,cybernetic arm,1,encounter with rogue AI,50,26,7,betray ally
895,Tonie,60,cybernetic arm,5,unexpected ally,93,40,1,join faction
896,Marj,99,cybernetic arm,7,encounter with rogue AI,5,96,6,join faction
897,Geoff,64,cybernetic arm,3,unexpected ally,95,34,2,join faction
898,Dougie,64,augmented eyes,9,encounter with rogue AI,92,64,2,accept quest
899,Fay,2,cybernetic arm,5,encounter with rogue AI,47,78,3,join faction
900,Marlena,31,cybernetic arm,5,glitch in the system,36,83,2,join faction
901,Elvis,70,cybernetic arm,4,glitch in the system,27,81,7,join faction
902,Jarad,58,cybernetic arm,7,encounter with rogue AI,37,45,6,betray ally
903,Hermon,4,neural interface,6,glitch in the system,44,52,1,accept quest
904,Inesita,34,cybernetic arm,9,encounter with rogue AI,4,69,9,betray ally
905,Emmalyn,12,cybernetic arm,7,glitch in the system,22,41,6,join faction
906,Alfi,30,neural interface,5,glitch in the system,71,82,7,betray ally
907,Mia,84,cybernetic arm,9,unexpected ally,82,1,6,accept quest
908,Ado,56,neural interface,3,glitch in the system,38,91,1,join faction
909,Lenard,81,cybernetic arm,1,encounter with rogue AI,33,60,7,accept quest
910,Garvey,67,augmented eyes,3,encounter with rogue AI,58,13,7,join faction
911,Valina,28,augmented eyes,1,unexpected ally,3,85,7,accept quest
912,Findley,67,cybernetic arm,10,glitch in the system,28,62,5,join faction
913,Sawyere,49,neural interface,6,glitch in the system,98,72,10,join faction
914,Timothee,53,neural interface,2,glitch in the system,15,93,8,betray ally
915,Sibylla,22,cybernetic arm,8,encounter with rogue AI,22,76,5,betray ally
916,Renie,37,neural interface,5,unexpected ally,26,51,4,betray ally
917,Alexina,97,augmented eyes,1,glitch in the system,4,64,6,join faction
918,Amabelle,90,cybernetic arm,10,encounter with rogue AI,57,69,5,betray ally
919,Lolita,83,neural interface,8,glitch in the system,43,53,5,betray ally
920,Maurizia,34,augmented eyes,5,encounter with rogue AI,94,57,8,join faction
921,Alleyn,76,neural interface,6,unexpected ally,33,51,6,betray ally
922,Steffi,71,cybernetic arm,6,encounter with rogue AI,81,20,8,betray ally
923,Carmelina,21,augmented eyes,10,glitch in the system,18,88,2,betray ally
924,Ingeborg,11,neural interface,3,glitch in the system,87,88,5,join faction
925,Alli,19,cybernetic arm,6,encounter with rogue AI,85,43,6,accept quest
926,Zaria,62,cybernetic arm,4,glitch in the system,96,48,4,accept quest
927,Kristi,31,neural interface,10,glitch in the system,41,51,7,accept quest
928,Sybila,62,neural interface,2,glitch in the system,5,62,8,betray ally
929,Breanne,79,neural interface,5,encounter with rogue AI,90,82,8,join faction
930,Ursola,15,augmented eyes,4,glitch in the system,57,20,10,betray ally
931,Archaimbaud,18,neural interface,4,glitch in the system,29,55,10,join faction
932,Stan,70,augmented eyes,1,glitch in the system,100,70,5,betray ally
933,Celine,30,neural interface,1,encounter with rogue AI,94,75,3,betray ally
934,Natty,81,neural interface,9,glitch in the system,85,38,3,accept quest
935,Bernete,5,neural interface,5,encounter with rogue AI,69,100,3,join faction
936,Filippa,3,cybernetic arm,10,glitch in the system,18,86,7,betray ally
937,Delinda,89,cybernetic arm,1,encounter with rogue AI,34,29,2,betray ally
938,Merilee,9,augmented eyes,4,glitch in the system,34,7,8,join faction
939,Obie,9,cybernetic arm,5,unexpected ally,89,77,9,betray ally
940,Cullan,33,cybernetic arm,6,encounter with rogue AI,73,35,9,join faction
941,Kile,34,neural interface,8,glitch in the system,54,64,6,accept quest
942,Edmund,15,augmented eyes,3,glitch in the system,62,100,9,betray ally
943,Issie,4,augmented eyes,1,glitch in the system,54,100,4,accept quest
944,Estel,2,augmented eyes,7,encounter with rogue AI,41,38,7,betray ally
945,Audi,72,cybernetic arm,7,glitch in the system,4,29,10,join faction
946,Paulie,11,augmented eyes,2,unexpected ally,86,94,9,accept quest
947,Lil,44,cybernetic arm,8,encounter with rogue AI,7,57,3,join faction
948,Jarred,29,cybernetic arm,5,unexpected ally,10,44,9,join faction
949,Marnie,51,augmented eyes,5,encounter with rogue AI,2,29,4,accept quest
950,Franky,47,cybernetic arm,1,encounter with rogue AI,92,36,4,accept quest
951,Carie,3,cybernetic arm,3,unexpected ally,13,48,8,accept quest
952,Arliene,61,cybernetic arm,10,glitch in the system,83,20,6,betray ally
953,Kellen,11,neural interface,5,encounter with rogue AI,91,39,8,join faction
954,Pepe,55,cybernetic arm,9,encounter with rogue AI,91,3,7,accept quest
955,Laurene,38,cybernetic arm,4,encounter with rogue AI,58,58,3,join faction
956,Tonya,5,neural interface,9,unexpected ally,36,3,5,betray ally
957,Korry,58,augmented eyes,5,glitch in the system,91,71,7,accept quest
958,Davy,9,augmented eyes,7,glitch in the system,93,36,1,accept quest
959,Faulkner,73,cybernetic arm,2,glitch in the system,64,17,10,accept quest
960,Reinhold,7,cybernetic arm,10,encounter with rogue AI,77,60,10,accept quest
961,Carmon,85,cybernetic arm,8,unexpected ally,11,16,3,accept quest
962,Margarethe,89,cybernetic arm,3,unexpected ally,66,68,8,accept quest
963,Caresse,10,neural interface,4,glitch in the system,25,26,2,betray ally
964,Philippe,4,cybernetic arm,2,encounter with rogue AI,31,87,2,join faction
965,Marybeth,9,cybernetic arm,1,encounter with rogue AI,53,39,1,join faction
966,Harmonia,2,neural interface,5,encounter with rogue AI,99,79,6,betray ally
967,Aubree,76,augmented eyes,6,encounter with rogue AI,49,78,7,accept quest
968,Ami,45,neural interface,1,glitch in the system,26,29,3,join faction
969,Elliot,58,cybernetic arm,2,encounter with rogue AI,87,48,6,betray ally
970,Catie,59,cybernetic arm,2,encounter with rogue AI,97,75,3,accept quest
971,Donn,17,augmented eyes,1,unexpected ally,90,90,6,betray ally
972,Vonnie,22,augmented eyes,7,unexpected ally,94,80,5,join faction
973,Joya,13,cybernetic arm,4,glitch in the system,40,85,1,betray ally
974,Gracia,98,neural interface,4,glitch in the system,98,38,8,betray ally
975,Gary,27,neural interface,10,glitch in the system,60,55,3,accept quest
976,Olly,91,cybernetic arm,8,unexpected ally,30,52,1,join faction
977,Barby,59,neural interface,9,glitch in the system,46,79,8,betray ally
978,Benjamen,37,cybernetic arm,1,unexpected ally,37,39,2,accept quest
979,Angeli,1,neural interface,3,unexpected ally,7,9,5,betray ally
980,Gerianna,47,augmented eyes,8,unexpected ally,11,33,2,betray ally
981,Ursola,2,augmented eyes,9,glitch in the system,2,84,7,join faction
982,Dermot,76,neural interface,6,glitch in the system,82,6,3,betray ally
983,Jabez,80,cybernetic arm,9,glitch in the system,10,84,2,accept quest
984,Josiah,28,augmented eyes,7,unexpected ally,38,2,5,accept quest
985,Temp,93,cybernetic arm,2,glitch in the system,19,29,10,betray ally
986,Mahala,78,neural interface,7,glitch in the system,97,94,6,join faction
987,Alden,90,neural interface,9,unexpected ally,73,63,5,join faction
988,Errol,7,augmented eyes,3,unexpected ally,82,68,7,join faction
989,Deloris,53,augmented eyes,1,unexpected ally,48,16,2,betray ally
990,Adriena,88,cybernetic arm,8,glitch in the system,41,95,7,betray ally
991,Maurene,53,neural interface,9,encounter with rogue AI,57,9,9,join faction
992,Tomasina,61,cybernetic arm,10,glitch in the system,80,99,10,accept quest
993,Opal,89,cybernetic arm,1,unexpected ally,90,76,9,join faction
994,Briana,10,cybernetic arm,9,encounter with rogue AI,25,50,7,join faction
995,Nikita,27,cybernetic arm,1,encounter with rogue AI,23,93,8,join faction
996,Wolf,28,neural interface,2,unexpected ally,42,39,10,betray ally
997,Lauritz,88,cybernetic arm,7,encounter with rogue AI,53,86,6,accept quest
998,Alanson,60,neural interface,3,unexpected ally,86,64,6,betray ally
999,Kenn,34,neural interface,5,unexpected ally,70,47,8,betray ally
1000,Bud,63,neural interface,6,glitch in the system,73,6,4,accept quest
